-- state,locality,postcode_range
ES,Vila Velha,29100-001 a 29129-999
ES,Vila Velha,29100-001 a 29129-999
ES,Vitória,29000-001 a 29099-999
ES,Vitória,29000-001 a 29099-999
ES,Água Doce do Norte,29820-000 a 29829-999
ES,Águia Branca,29795-000 a 29799-999
GO,Abadia de Goiás,75345-000 a 75349-999
GO,Abadiânia,72940-000 a 72959-999
GO,Acreúna,75960-000 a 75969-999
GO,Adelândia,76155-000 a 76159-999
GO,Alexânia,72930-000 a 72939-999
GO,Aloândia,75615-000 a 75619-999
GO,Alto Horizonte,76560-000 a 76579-999
GO,Alto Paraíso de Goiás,73770-000 a 73779-999
GO,Alvorada do Norte,73950-000 a 73969-999
GO,Amaralina,76493-000 a 76494-999
GO,Americano do Brasil,76165-000 a 76169-999
GO,Amorinópolis,76140-000 a 76144-999
GO,Anhangüera,75770-000 a 75779-999
GO,Anicuns,76170-000 a 76179-999
GO,Anápolis,75000-001 a 75159-999
GO,Anápolis,75000-001 a 75149-999
GO,Aparecida de Goiânia,74900-001 a 74999-999
GO,Aparecida de Goiânia,74900-001 a 74999-999
GO,Aparecida do Rio Doce,75827-000 a 75827-999
GO,Aporé,75825-000 a 75826-999
GO,Aragarças,76240-000 a 76244-999
GO,Aragoiânia,75330-000 a 75339-999
GO,Araguapaz,76720-000 a 76729-999
GO,Araçu,75410-000 a 75419-999
GO,Arenópolis,76235-000 a 76239-999
GO,Aruanã,76710-000 a 76719-999
GO,Aurilândia,76120-000 a 76124-999
GO,Avelinópolis,75395-000 a 75395-999
GO,Baliza,76250-000 a 76254-999
GO,Barro Alto,76390-000 a 76392-999
GO,Bela Vista de Goiás,75240-000 a 75244-999
GO,Bom Jardim de Goiás,76245-000 a 76249-999
GO,Bom Jesus,75570-000 a 75579-999
GO,Bonfinópolis,75195-000 a 75199-999
GO,Bonópolis,76555-000 a 76559-999
GO,Brazabrantes,75440-000 a 75449-999
GO,Britânia,76280-000 a 76284-999
GO,Buriti Alegre,75660-000 a 75664-999
GO,Buriti de Goiás,76152-000 a 76154-999
GO,Buritinópolis,73975-000 a 73979-999
GO,Cabeceiras,73870-000 a 73889-999
GO,Cachoeira Alta,75870-000 a 75879-999
GO,Cachoeira Dourada,75560-000 a 75569-999
GO,Cachoeira de Goiás,76125-000 a 76129-999
GO,Caiapônia,75850-000 a 75854-999
GO,Caldas Novas,75680-001 a 75699-999
GO,Caldas Novas,75680-001 a 75698-999
GO,Caldazinha,75245-000 a 75249-999
GO,Campestre de Goiás,75396-000 a 75397-999
GO,Campinaçu,76440-000 a 76449-999
GO,Campinorte,76410-000 a 76419-999
GO,Campo Alegre de Goiás,75795-000 a 75799-999
GO,Campo Limpo de Goiás,75160-000 a 75164-999
GO,Campos Belos,73840-000 a 73849-999
GO,Campos Verdes,76515-000 a 76519-999
GO,Carmo do Rio Verde,76340-000 a 76342-999
GO,Castelândia,75925-000 a 75929-999
GO,Catalão,75700-001 a 75714-999
GO,Catalão,75700-001 a 75713-999
GO,Caturaí,75430-000 a 75439-999
GO,Cavalcante,73790-000 a 73794-999
GO,Caçu,75813-000 a 75814-999
GO,Ceres,76300-000 a 76303-999
GO,Cezarina,76195-000 a 76199-999
GO,Chapadão do Céu,75828-000 a 75829-999
GO,Cidade Ocidental,72880-001 a 72899-999
GO,Cidade Ocidental,72880-001 a 72898-999
GO,Cocalzinho de Goiás,72975-000 a 72979-999
GO,Colinas do Sul,73740-000 a 73749-999
GO,Corumbaíba,75675-000 a 75679-999
GO,Corumbá de Goiás,72960-000 a 72974-999
GO,Cristalina,73850-000 a 73859-999
GO,Cristianópolis,75230-000 a 75239-999
GO,Crixás,76510-000 a 76514-999
GO,Cromínia,75635-000 a 75639-999
GO,Cumari,75760-000 a 75769-999
GO,Córrego do Ouro,76145-000 a 76149-999
GO,Damianópolis,73980-000 a 73989-999
GO,Damolândia,75420-000 a 75429-999
GO,Davinópolis,75730-000 a 75739-999
GO,Diorama,76260-000 a 76264-999
GO,Divinópolis de Goiás,73865-000 a 73869-999
GO,Doverlândia,75855-000 a 75859-999
GO,Edealina,75945-000 a 75949-999
GO,Edéia,75940-000 a 75944-999
GO,Estrela do Norte,76485-000 a 76489-999
GO,Faina,76740-000 a 76759-999
GO,Fazenda Nova,76220-000 a 76229-999
GO,Firminópolis,76105-000 a 76109-999
GO,Flores de Goiás,73890-000 a 73899-999
GO,Formosa,73800-001 a 73819-999
GO,Formosa,73800-001 a 73816-999
GO,Formoso,76470-000 a 76479-999
GO,Gameleira de Goiás,75184-000 a 75184-999
GO,Goiandira,75740-000 a 75749-999
GO,Goianira,75360-001 a 75374-999
GO,Goianira,75360-001 a 75373-999
GO,Goianápolis,75170-000 a 75174-999
GO,Goianésia,76380-001 a 76389-999
GO,Goianésia,76380-001 a 76388-999
GO,Goiatuba,75600-000 a 75602-999
GO,Goiás,76600-000 a 76629-999
GO,Goiânia,74000-001 a 74899-999
GO,Goiânia,74000-001 a 74899-999
GO,Gouvelândia,75865-000 a 75869-999
GO,Guapó,75350-000 a 75354-999
GO,Guarani de Goiás,73910-000 a 73919-999
GO,Guaraíta,76690-000 a 76699-999
GO,Guarinos,76374-000 a 76374-999
GO,Heitoraí,76670-000 a 76679-999
GO,Hidrolina,76375-000 a 76379-999
GO,Hidrolândia,75340-000 a 75344-999
GO,Iaciara,73920-000 a 73929-999
GO,Inaciolândia,75550-000 a 75554-999
GO,Indiara,75955-000 a 75959-999
GO,Inhumas,75400-001 a 75409-999
GO,Inhumas,75400-001 a 75409-999
GO,Ipameri,75780-000 a 75789-999
GO,Ipiranga de Goiás,76304-000 a 76304-999
GO,Iporá,76200-000 a 76204-999
GO,Israelândia,76205-000 a 76209-999
GO,Itaberaí,76630-000 a 76639-999
GO,Itaguari,76650-000 a 76659-999
GO,Itaguaru,76660-000 a 76669-999
GO,Itajá,75815-000 a 75818-999
GO,Itapaci,76360-000 a 76364-999
GO,Itapirapuã,76290-000 a 76299-999
GO,Itapuranga,76680-000 a 76689-999
GO,Itarumã,75810-000 a 75812-999
GO,Itauçu,75450-000 a 75454-999
GO,Itumbiara,75500-001 a 75549-999
GO,Itumbiara,75500-001 a 75544-999
GO,Ivolândia,76130-000 a 76134-999
GO,Jandaia,75950-000 a 75954-999
GO,Jaraguá,76330-000 a 76334-999
GO,Jataí,75800-001 a 75809-999
GO,Jataí,75800-001 a 75809-999
GO,Jaupaci,76210-000 a 76219-999
GO,Jesúpolis,75495-000 a 75499-999
GO,Joviânia,75610-000 a 75614-999
GO,Jussara,76270-000 a 76279-999
GO,Lagoa Santa,75819-000 a 75819-999
GO,Leopoldo de Bulhões,75190-000 a 75194-999
GO,Luziânia,72800-001 a 72859-999
GO,Luziânia,72800-001 a 72859-999
GO,Mairipotaba,75630-000 a 75634-999
GO,Mambaí,73970-000 a 73974-999
GO,Mara Rosa,76490-000 a 76492-999
GO,Marzagão,75670-000 a 75674-999
GO,Matrinchã,76730-000 a 76739-999
GO,Maurilândia,75930-000 a 75934-999
GO,Mimoso de Goiás,73730-000 a 73739-999
GO,Minaçu,76450-000 a 76459-999
GO,Mineiros,75830-001 a 75839-999
GO,Mineiros,75830-001 a 75838-999
GO,Moiporá,76135-000 a 76139-999
GO,Monte Alegre de Goiás,73830-000 a 73839-999
GO,Montes Claros de Goiás,76255-000 a 76259-999
GO,Montividiu,75915-000 a 75919-999
GO,Montividiu do Norte,76465-000 a 76469-999
GO,Morrinhos,75650-000 a 75659-999
GO,Morro Agudo de Goiás,76355-000 a 76359-999
GO,Mossâmedes,76150-000 a 76151-999
GO,Mozarlândia,76700-000 a 76709-999
GO,Mundo Novo,76530-000 a 76539-999
GO,Mutunópolis,76540-000 a 76549-999
GO,Nazário,76180-000 a 76189-999
GO,Nerópolis,75460-000 a 75469-999
GO,Niquelândia,76420-000 a 76439-999
GO,Nova América,76345-000 a 76349-999
GO,Nova Aurora,75750-000 a 75759-999
GO,Nova Crixás,76520-000 a 76524-999
GO,Nova Glória,76305-000 a 76309-999
GO,Nova Iguaçu de Goiás,76495-000 a 76499-999
GO,Nova Roma,73820-000 a 73824-999
GO,Nova Veneza,75470-000 a 75479-999
GO,Novo Brasil,76285-000 a 76289-999
GO,Novo Gama,72860-001 a 72869-999
GO,Novo Gama,72860-001 a 72869-999
GO,Novo Planalto,76580-000 a 76589-999
GO,Orizona,75280-000 a 75289-999
GO,Ouro Verde de Goiás,75165-000 a 75169-999
GO,Ouvidor,75715-000 a 75719-999
GO,Padre Bernardo,73700-000 a 73729-999
GO,Palestina de Goiás,75845-000 a 75849-999
GO,Palmeiras de Goiás,76190-000 a 76194-999
GO,Palmelo,75210-000 a 75219-999
GO,Palminópolis,75990-000 a 76099-999
GO,Panamá,75580-000 a 75599-999
GO,Paranaiguara,75880-000 a 75889-999
GO,Paraúna,75980-000 a 75984-999
GO,Perolândia,75823-000 a 75824-999
GO,Petrolina de Goiás,75480-000 a 75489-999
GO,Pilar de Goiás,76372-000 a 76372-999
GO,Piracanjuba,75640-000 a 75644-999
GO,Piranhas,76230-000 a 76234-999
GO,Pirenópolis,72980-000 a 72989-999
GO,Pires do Rio,75200-000 a 75209-999
GO,Planaltina,73750-001 a 73759-999
GO,Planaltina,73750-001 a 73757-999
GO,Pontalina,75620-000 a 75629-999
GO,Porangatu,76550-000 a 76554-999
GO,Porteirão,75603-000 a 75609-999
GO,Portelândia,75843-000 a 75844-999
GO,Posse,73900-000 a 73909-999
GO,Professor Jamil,75645-000 a 75649-999
GO,Quirinópolis,75860-000 a 75864-999
GO,Rialma,76310-000 a 76314-999
GO,Rianápolis,76315-000 a 76319-999
GO,Rio Quente,75667-000 a 75669-999
GO,Rio Verde,75900-001 a 75914-999
GO,Rio Verde,75900-001 a 75913-999
GO,Rubiataba,76350-000 a 76354-999
GO,Sanclerlândia,76160-000 a 76164-999
GO,Santa Bárbara de Goiás,75398-000 a 75399-999
GO,Santa Cruz de Goiás,75220-000 a 75229-999
GO,Santa Fé de Goiás,76265-000 a 76269-999
GO,Santa Helena de Goiás,75920-000 a 75924-999
GO,Santa Isabel,76320-000 a 76329-999
GO,Santa Rita do Araguaia,75840-000 a 75842-999
GO,Santa Rita do Novo Destino,76395-000 a 76399-999
GO,Santa Rosa de Goiás,75455-000 a 75459-999
GO,Santa Tereza de Goiás,76480-000 a 76484-999
GO,Santa Terezinha de Goiás,76500-000 a 76509-999
GO,Santo Antônio da Barra,75935-000 a 75939-999
GO,Santo Antônio de Goiás,75375-000 a 75379-999
GO,Santo Antônio do Descoberto,72900-001 a 72909-999
GO,Santo Antônio do Descoberto,72900-001 a 72908-999
GO,Senador Canedo,75250-001 a 75264-999
GO,Senador Canedo,75250-001 a 75264-999
GO,Serranópolis,75820-000 a 75822-999
GO,Silvânia,75180-000 a 75183-999
GO,Simolândia,73930-000 a 73949-999
GO,São Domingos,73860-000 a 73864-999
GO,São Francisco de Goiás,75490-000 a 75494-999
GO,São João D'Aliança,73760-000 a 73769-999
GO,São João da Paraúna,75985-000 a 75989-999
GO,São Luiz do Norte,76365-000 a 76369-999
GO,São Luís de Montes Belos,76100-000 a 76104-999
GO,São Miguel do Araguaia,76590-000 a 76599-999
GO,São Miguel do Passa Quatro,75185-000 a 75189-999
GO,São Patrício,76343-000 a 76344-999
GO,São Simão,75890-000 a 75899-999
GO,Sítio D'Abadia,73990-000 a 73999-999
GO,Taquaral de Goiás,76640-000 a 76649-999
GO,Teresina de Goiás,73795-000 a 73799-999
GO,Terezópolis de Goiás,75175-000 a 75179-999
GO,Trindade,75380-001 a 75394-999
GO,Trindade,75380-001 a 75394-499
GO,Trombas,76460-000 a 76464-999
GO,Três Ranchos,75720-000 a 75729-999
GO,Turvelândia,75970-000 a 75979-999
GO,Turvânia,76110-000 a 76119-999
GO,Uirapuru,76525-000 a 76529-999
GO,Uruana,76335-000 a 76339-999
GO,Uruaçu,76400-000 a 76409-999
GO,Urutaí,75790-000 a 75794-999
GO,Valparaíso de Goiás,72870-001 a 72879-999
GO,Valparaíso de Goiás,72870-001 a 72879-999
GO,Varjão,75355-000 a 75359-999
GO,Vianópolis,75265-000 a 75279-999
GO,Vicentinópolis,75555-000 a 75559-999
GO,Vila Boa,73825-000 a 73829-999
GO,Vila Propício,76393-000 a 76394-999
GO,Água Fria de Goiás,73780-000 a 73789-999
GO,Água Limpa,75665-000 a 75666-999
GO,Águas Lindas de Goiás,72910-001 a 72929-999
GO,Águas Lindas de Goiás,72910-001 a 72929-999
MA,Afonso Cunha,65505-000 a 65509-999
MA,Alcântara,65250-000 a 65254-999
MA,Aldeias Altas,65610-000 a 65614-999
MA,Altamira do Maranhão,65310-000 a 65314-999
